C_p_avg,C_n_avg,δ_SEI_nm,c_f_Ah,P_kW,ΔC_p_avg,ΔC_n_avg,Δδ_SEI_pm,Δc_f_μAh
5692.500000000001,7664.8,22.5,0.4,-43.8,33.09907841359225,-94.2472816901613,1.1022926192324519e-11,7.796928864927121e-11
5071.5,18277.6,44.7,14.1,38.9,-33.09907841359225,94.24728169016113,1.1022926192324519e-11,7.796928864927121e-11
2587.5,12676.4,32.0,36.4,41.7,-33.09907841359225,94.2472816901613,1.1022926192324519e-11,7.796928864927121e-11
8073.0,22994.4,49.900000000000006,49.1,-3.0,33.09907841359225,-94.24728169016113,1.1022926192324519e-11,7.796928864927121e-11
3829.5,6190.8,17.200000000000003,29.2,-1.2,33.09907841359225,-94.2472816901613,1.1022926192324519e-11,7.796928864927121e-11
5485.5,7075.2,10.200000000000001,37.7,27.3,-33.09907841359225,94.2472816901613,1.1022926192324519e-11,7.796928864927121e-11
6727.5,23584.0,43.300000000000004,19.2,-2.5,33.09907841359225,-94.24728169016113,1.1022926192324519e-11,7.796928864927121e-11
2691.0,16508.800000000003,22.099999999999998,15.3,13.8,-33.09907841359225,94.24728169016113,1.1022926192324519e-11,7.796928864927121e-11
7555.5,18572.4,6.7,5.1,37.5,-33.09907841359225,94.24728169016113,1.1022926192324519e-11,7.796928864927121e-11
4243.5,6190.8,15.600000000000001,48.4,-19.2,33.09907841359225,-94.2472816901613,1.1022926192324519e-11,7.796928864927121e-11
4450.5,8549.199999999999,6.9,37.2,-38.4,33.09907841359225,-94.2472816901613,1.1022926192324519e-11,7.796928864927121e-11
8176.5,21815.2,39.5,1.3,20.7,-33.09907841359225,94.24728169016113,1.1022926192324519e-11,7.796928864927121e-11
6106.5,16803.6,2.6,9.5,-45.9,33.09907841359225,-94.2472816901613,1.1022926192324519e-11,7.796928864927121e-11
7452.0,19162.0,6.6000000000000005,45.8,-49.4,33.09907841359225,-94.24728169016113,1.1022926192324519e-11,7.796928864927121e-11
3312.0,23584.0,29.5,43.3,-25.1,33.09907841359225,-94.24728169016113,1.1022926192324519e-11,7.796928864927121e-11
8073.0,22994.4,40.7,30.4,-9.0,33.09907841359225,-94.24728169016113,1.1022926192324519e-11,7.796928864927121e-11
6727.5,6485.6,42.0,32.2,-44.1,33.09907841359225,-94.2472816901613,1.1022926192324519e-11,7.796928864927121e-11
7038.000000000001,6780.400000000001,5.1000000000000005,22.9,-8.2,33.09907841359225,-94.2472816901613,1.1022926192324519e-11,7.796928864927121e-11
4347.0,23584.0,24.300000000000004,43.8,-1.5,33.09907841359225,-94.24728169016113,1.1022926192324519e-11,7.796928864927121e-11
4554.0,9138.8,1.8,34.7,-32.6,33.09907841359225,-94.2472816901613,1.1022926192324519e-11,7.796928864927121e-11
4243.5,9433.6,31.900000000000002,11.8,-47.8,33.09907841359225,-94.2472816901613,1.1022926192324519e-11,7.796928864927121e-11
8176.5,20930.8,4.5,0.3,16.2,-33.09907841359225,94.24728169016113,1.1022926192324519e-11,7.796928864927121e-11
7659.0,9728.4,46.800000000000004,3.6,5.5,-33.09907841359225,94.2472816901613,1.1022926192324519e-11,7.796928864927121e-11
7659.0,5896.0,13.1,43.5,-9.8,33.09907841359225,-94.2472816901613,1.1022926192324519e-11,7.796928864927121e-11
3933.0,22994.4,20.7,7.9,1.2,-33.09907841359225,94.24728169016113,1.1022926192324519e-11,7.796928864927121e-11
3726.0,14740.0,35.1,31.4,48.4,-33.09907841359225,94.2472816901613,1.1022926192324519e-11,7.796928864927121e-11
3001.5,22110.0,36.7,5.5,32.2,-33.09907841359225,94.24728169016113,1.1022926192324519e-11,7.796928864927121e-11
6417.0,15034.800000000001,18.2,38.5,15.2,-33.09907841359225,94.2472816901613,1.1022926192324519e-11,7.796928864927121e-11
4864.5,17098.399999999998,26.3,26.0,-27.4,33.09907841359225,-94.2472816901613,1.1022926192324519e-11,7.796928864927121e-11
3933.0,7075.2,17.5,40.7,-35.1,33.09907841359225,-94.2472816901613,1.1022926192324519e-11,7.796928864927121e-11
2898.0000000000005,7664.8,21.5,19.4,-21.4,33.09907841359225,-94.2472816901613,1.1022926192324519e-11,7.796928864927121e-11
3726.0,8844.0,8.5,10.7,47.9,-33.09907841359225,94.2472816901613,1.1022926192324519e-11,7.796928864927121e-11
4554.0,22994.4,29.700000000000003,27.6,9.9,-33.09907841359225,94.24728169016113,1.1022926192324519e-11,7.796928864927121e-11
4243.5,21225.6,40.1,10.5,29.1,-33.09907841359225,94.24728169016113,1.1022926192324519e-11,7.796928864927121e-11
6520.5,7370.0,11.5,23.1,-39.3,33.09907841359225,-94.2472816901613,1.1022926192324519e-11,7.796928864927121e-11
7969.5,7370.0,11.5,43.7,32.4,-33.09907841359225,94.2472816901613,1.1022926192324519e-11,7.796928864927121e-11
6417.0,9433.6,36.300000000000004,39.0,-10.4,33.09907841359225,-94.2472816901613,1.1022926192324519e-11,7.796928864927121e-11
4968.0,10023.2,4.9,18.0,-34.1,33.09907841359225,-94.2472816901613,1.1022926192324519e-11,7.796928864927121e-11
6520.5,12381.6,30.099999999999998,9.8,-32.7,33.09907841359225,-94.2472816901613,1.1022926192324519e-11,7.796928864927121e-11
3208.5,8844.0,19.0,22.5,-16.2,33.09907841359225,-94.2472816901613,1.1022926192324519e-11,7.796928864927121e-11
3829.5,10612.8,5.0,20.6,28.7,-33.09907841359225,94.2472816901613,1.1022926192324519e-11,7.796928864927121e-11
4864.5,18867.2,4.1000000000000005,22.5,-29.8,33.09907841359225,-94.24728169016113,1.1022926192324519e-11,7.796928864927121e-11
2173.5,11202.4,3.5000000000000004,19.6,15.0,-33.09907841359225,94.2472816901613,1.1022926192324519e-11,7.796928864927121e-11
7762.5,16803.6,38.1,3.0,48.5,-33.09907841359225,94.24728169016113,1.1022926192324519e-11,7.796928864927121e-11
7348.5,22404.8,14.3,22.3,-15.3,33.09907841359225,-94.24728169016113,1.1022926192324519e-11,7.796928864927121e-11
6210.0,10023.2,4.8,13.4,-15.3,33.09907841359225,-94.2472816901613,1.1022926192324519e-11,7.796928864927121e-11
7555.5,21520.399999999998,47.800000000000004,48.3,24.2,-33.09907841359225,94.24728169016113,1.1022926192324519e-11,7.796928864927121e-11
3105.0,12676.4,19.8,26.2,-30.5,33.09907841359225,-94.2472816901613,1.1022926192324519e-11,7.796928864927121e-11
7659.0,18867.2,9.6,33.6,0.9,-33.09907841359225,94.24728169016113,1.1022926192324519e-11,7.796928864927121e-11
8280.0,20930.8,33.3,36.1,48.8,-33.09907841359225,94.24728169016113,1.1022926192324519e-11,7.796928864927121e-11
2898.0000000000005,15329.6,13.8,0.4,-17.7,33.09907841359225,-94.2472816901613,1.1022926192324519e-11,7.796928864927121e-11
4968.0,22699.600000000002,43.800000000000004,49.0,-2.9,33.09907841359225,-94.24728169016113,1.1022926192324519e-11,7.796928864927121e-11
5899.499999999999,20046.4,0.3,49.1,-31.9,33.09907841359225,-94.24728169016113,1.1022926192324519e-11,7.796928864927121e-11
3415.5,18867.2,2.1,7.6,-0.1,10.142140515027013,-28.879026845296362,1.1022926192324519e-11,7.796928864927121e-11
4761.0,6190.8,29.900000000000002,10.1,49.5,-33.09907841359225,94.2472816901613,1.1022926192324519e-11,7.796928864927121e-11
6417.0,21815.2,22.400000000000002,19.6,-34.0,33.09907841359225,-94.24728169016113,1.1022926192324519e-11,7.796928864927121e-11
2070.0,20636.0,44.9,39.9,10.2,-33.09907841359225,94.24728169016113,1.1022926192324519e-11,7.796928864927121e-11
3622.4999999999995,22994.4,16.0,41.8,5.6,-33.09907841359225,94.24728169016113,1.1022926192324519e-11,7.796928864927121e-11
4450.5,7075.2,29.700000000000003,8.2,-27.3,33.09907841359225,-94.2472816901613,1.1022926192324519e-11,7.796928864927121e-11
2898.0000000000005,6780.400000000001,39.2,16.8,-16.1,33.09907841359225,-94.2472816901613,1.1022926192324519e-11,7.796928864927121e-11
8073.0,10907.6,13.600000000000001,39.2,9.7,-33.09907841359225,94.2472816901613,1.1022926192324519e-11,7.796928864927121e-11
3726.0,9433.6,17.200000000000003,43.9,40.6,-33.09907841359225,94.2472816901613,1.1022926192324519e-11,7.796928864927121e-11
3208.5,15329.6,8.0,39.1,26.7,-33.09907841359225,94.2472816901613,1.1022926192324519e-11,7.796928864927121e-11
6106.5,21520.399999999998,19.8,6.4,42.9,-33.09907841359225,94.24728169016113,1.1022926192324519e-11,7.796928864927121e-11
2484.0,6485.6,5.8999999999999995,49.5,-31.5,33.09907841359225,-94.2472816901613,1.1022926192324519e-11,7.796928864927121e-11
7555.5,15624.400000000001,29.5,8.1,-26.4,33.09907841359225,-94.2472816901613,1.1022926192324519e-11,7.796928864927121e-11
8073.0,14445.199999999999,28.3,11.5,47.0,-33.09907841359225,94.2472816901613,1.1022926192324519e-11,7.796928864927121e-11
6831.0,15624.400000000001,34.6,35.4,-46.7,33.09907841359225,-94.2472816901613,1.1022926192324519e-11,7.796928864927121e-11
8176.5,12971.2,10.200000000000001,13.2,-40.2,33.09907841359225,-94.2472816901613,1.1022926192324519e-11,7.796928864927121e-11
4761.0,11497.2,12.100000000000001,4.1,-6.6,33.09907841359225,-94.2472816901613,1.1022926192324519e-11,7.796928864927121e-11
2380.5,16803.6,26.7,20.4,-2.2,33.09907841359225,-94.2472816901613,1.1022926192324519e-11,7.796928864927121e-11
4761.0,20046.4,25.1,41.3,-33.0,33.09907841359225,-94.24728169016113,1.1022926192324519e-11,7.796928864927121e-11
4657.5,21225.6,9.3,3.9,-28.5,33.09907841359225,-94.24728169016113,1.1022926192324519e-11,7.796928864927121e-11
2691.0,21520.399999999998,6.0,0.8,-47.8,33.09907841359225,-94.24728169016113,1.1022926192324519e-11,7.796928864927121e-11
5071.5,8844.0,26.0,27.8,-21.6,33.09907841359225,-94.2472816901613,1.1022926192324519e-11,7.796928864927121e-11
4657.5,20930.8,1.2,18.1,12.0,-33.09907841359225,94.24728169016113,1.1022926192324519e-11,7.796928864927121e-11
6210.0,7370.0,14.6,35.6,17.5,-33.09907841359225,94.2472816901613,1.1022926192324519e-11,7.796928864927121e-11
8280.0,6190.8,17.3,38.9,-0.9,33.09907841359225,-94.2472816901613,1.1022926192324519e-11,7.796928864927121e-11
3726.0,14445.199999999999,28.700000000000003,11.9,33.0,-33.09907841359225,94.2472816901613,1.1022926192324519e-11,7.796928864927121e-11
6831.0,17688.0,10.600000000000001,34.8,-28.0,33.09907841359225,-94.24728169016113,1.1022926192324519e-11,7.796928864927121e-11
2380.5,7959.6,10.200000000000001,14.0,35.1,-33.09907841359225,94.2472816901613,1.1022926192324519e-11,7.796928864927121e-11
3415.5,10907.6,33.00000000000001,37.4,4.7,-33.09907841359225,94.2472816901613,1.1022926192324519e-11,7.796928864927121e-11
6417.0,11792.0,19.3,16.8,-7.8,33.09907841359225,-94.2472816901613,1.1022926192324519e-11,7.796928864927121e-11
5692.500000000001,7075.2,34.9,46.2,44.7,-33.09907841359225,94.2472816901613,1.1022926192324519e-11,7.796928864927121e-11
3415.5,10612.8,27.3,43.6,-4.0,33.09907841359225,-94.2472816901613,1.1022926192324519e-11,7.796928864927121e-11
7244.999999999999,20341.199999999997,44.1,35.6,-15.9,33.09907841359225,-94.24728169016113,1.1022926192324519e-11,7.796928864927121e-11
7969.5,16508.800000000003,4.8,31.4,-10.6,33.09907841359225,-94.2472816901613,1.1022926192324519e-11,7.796928864927121e-11
4036.5,14740.0,15.9,40.2,12.1,-33.09907841359225,94.2472816901613,1.1022926192324519e-11,7.796928864927121e-11
7348.5,13560.800000000001,49.2,42.1,4.0,-33.09907841359225,94.2472816901613,1.1022926192324519e-11,7.796928864927121e-11
7555.5,11497.2,0.8,43.1,36.4,-33.09907841359225,94.2472816901613,1.1022926192324519e-11,7.796928864927121e-11
3415.5,6485.6,48.2,35.0,21.8,-33.09907841359225,94.2472816901613,1.1022926192324519e-11,7.796928864927121e-11
4968.0,23584.0,0.7000000000000001,39.1,21.7,-33.09907841359225,94.24728169016113,1.1022926192324519e-11,7.796928864927121e-11
2691.0,22110.0,23.0,39.6,17.5,-33.09907841359225,94.24728169016113,1.1022926192324519e-11,7.796928864927121e-11
6831.0,11497.2,40.6,8.1,49.7,-33.09907841359225,94.2472816901613,1.1022926192324519e-11,7.796928864927121e-11
4554.0,13266.0,0.4,27.1,-16.1,33.09907841359225,-94.2472816901613,1.1022926192324519e-11,7.796928864927121e-11
3829.5,8549.199999999999,19.8,36.2,-16.3,33.09907841359225,-94.2472816901613,1.1022926192324519e-11,7.796928864927121e-11
4554.0,9728.4,28.000000000000004,7.5,26.6,-33.09907841359225,94.2472816901613,1.1022926192324519e-11,7.796928864927121e-11
4347.0,21815.2,15.600000000000001,36.4,3.1,-33.09907841359225,94.24728169016113,1.1022926192324519e-11,7.796928864927121e-11
6417.0,14150.4,17.6,44.1,23.4,-33.09907841359225,94.2472816901613,1.1022926192324519e-11,7.796928864927121e-11
3415.5,7075.2,8.5,20.2,-8.7,33.09907841359225,-94.2472816901613,1.1022926192324519e-11,7.796928864927121e-11
7555.5,6485.6,29.0,40.1,-26.5,33.09907841359225,-94.2472816901613,1.1022926192324519e-11,7.796928864927121e-11
4036.5,22110.0,49.6,11.1,-16.6,33.09907841359225,-94.24728169016113,1.1022926192324519e-11,7.796928864927121e-11
2173.5,20341.199999999997,39.5,19.5,-37.1,33.09907841359225,-94.24728169016113,1.1022926192324519e-11,7.796928864927121e-11
3105.0,22404.8,26.8,10.1,16.5,-33.09907841359225,94.24728169016113,1.1022926192324519e-11,7.796928864927121e-11
2173.5,6485.6,45.8,23.0,49.5,-33.09907841359225,94.2472816901613,1.1022926192324519e-11,7.796928864927121e-11
7141.499999999999,22110.0,14.9,31.5,5.8,-33.09907841359225,94.24728169016113,1.1022926192324519e-11,7.796928864927121e-11
6106.5,5896.0,42.300000000000004,14.4,-27.0,33.09907841359225,-94.2472816901613,1.1022926192324519e-11,7.796928864927121e-11
5589.0,22699.600000000002,25.400000000000002,1.8,-31.4,33.09907841359225,-94.24728169016113,1.1022926192324519e-11,7.796928864927121e-11
5175.0,20930.8,27.7,15.4,45.2,-33.09907841359225,94.24728169016113,1.1022926192324519e-11,7.796928864927121e-11
4036.5,7075.2,37.9,40.8,-48.0,33.09907841359225,-94.2472816901613,1.1022926192324519e-11,7.796928864927121e-11
4347.0,15329.6,9.6,32.5,-35.5,33.09907841359225,-94.2472816901613,1.1022926192324519e-11,7.796928864927121e-11
4036.5,22699.600000000002,39.5,11.1,24.9,-33.09907841359225,94.24728169016113,1.1022926192324519e-11,7.796928864927121e-11
4140.0,17393.2,32.6,17.1,39.3,-33.09907841359225,94.24728169016113,1.1022926192324519e-11,7.796928864927121e-11
7969.5,18867.2,10.4,24.1,26.8,-33.09907841359225,94.24728169016113,1.1022926192324519e-11,7.796928864927121e-11
8176.5,9728.4,35.3,38.5,38.3,-33.09907841359225,94.2472816901613,1.1022926192324519e-11,7.796928864927121e-11
6210.0,13266.0,25.8,7.3,-1.6,33.09907841359225,-94.2472816901613,1.1022926192324519e-11,7.796928864927121e-11
2898.0000000000005,6485.6,18.3,36.7,34.4,-33.09907841359225,94.2472816901613,1.1022926192324519e-11,7.796928864927121e-11
4761.0,16214.000000000002,0.7000000000000001,21.3,39.9,-33.09907841359225,94.2472816901613,1.1022926192324519e-11,7.796928864927121e-11
5382.0,22994.4,49.1,2.0,31.0,-33.09907841359225,94.24728169016113,1.1022926192324519e-11,7.796928864927121e-11
7762.5,16214.000000000002,22.6,12.6,37.3,-33.09907841359225,94.2472816901613,1.1022926192324519e-11,7.796928864927121e-11
4140.0,10612.8,14.3,8.0,-37.8,33.09907841359225,-94.2472816901613,1.1022926192324519e-11,7.796928864927121e-11
7452.0,11202.4,28.1,14.7,34.5,-33.09907841359225,94.2472816901613,1.1022926192324519e-11,7.796928864927121e-11
4140.0,18277.6,46.6,39.0,-17.9,33.09907841359225,-94.24728169016113,1.1022926192324519e-11,7.796928864927121e-11
6934.5,8844.0,8.5,7.9,-12.6,33.09907841359225,-94.2472816901613,1.1022926192324519e-11,7.796928864927121e-11
7244.999999999999,12676.4,37.1,2.8,-42.2,33.09907841359225,-94.2472816901613,1.1022926192324519e-11,7.796928864927121e-11
2484.0,22404.8,3.0,1.9,4.1,-33.09907841359225,94.24728169016113,1.1022926192324519e-11,7.796928864927121e-11
4968.0,19456.8,10.7,27.2,41.4,-33.09907841359225,94.24728169016113,1.1022926192324519e-11,7.796928864927121e-11
2380.5,19751.600000000002,3.8000000000000003,39.3,24.9,-33.09907841359225,94.24728169016113,1.1022926192324519e-11,7.796928864927121e-11
6831.0,21520.399999999998,46.800000000000004,31.4,-36.8,33.09907841359225,-94.24728169016113,1.1022926192324519e-11,7.796928864927121e-11
6210.0,16214.000000000002,0.7000000000000001,19.4,-21.5,33.09907841359225,-94.2472816901613,1.1022926192324519e-11,7.796928864927121e-11
5175.0,11202.4,42.1,15.5,32.6,-33.09907841359225,94.2472816901613,1.1022926192324519e-11,7.796928864927121e-11
3312.0,7075.2,18.6,21.5,-23.6,33.09907841359225,-94.2472816901613,1.1022926192324519e-11,7.796928864927121e-11
6727.5,20930.8,9.3,32.2,35.5,-33.09907841359225,94.24728169016113,1.1022926192324519e-11,7.796928864927121e-11
3726.0,8254.400000000001,16.400000000000002,22.4,45.0,-33.09907841359225,94.2472816901613,1.1022926192324519e-11,7.796928864927121e-11
6417.0,14740.0,11.1,34.3,-5.7,33.09907841359225,-94.2472816901613,1.1022926192324519e-11,7.796928864927121e-11
2380.5,12971.2,47.00000000000001,0.8,8.9,-33.09907841359225,94.2472816901613,1.1022926192324519e-11,7.796928864927121e-11
4450.5,5896.0,5.0,25.5,32.7,-33.09907841359225,94.2472816901613,1.1022926192324519e-11,7.796928864927121e-11
6313.5,17098.399999999998,21.0,5.4,42.1,-33.09907841359225,94.24728169016113,1.1022926192324519e-11,7.796928864927121e-11
7969.5,8549.199999999999,42.5,41.9,42.8,-33.09907841359225,94.2472816901613,1.1022926192324519e-11,7.796928864927121e-11
3933.0,8844.0,36.5,5.2,-7.8,33.09907841359225,-94.2472816901613,1.1022926192324519e-11,7.796928864927121e-11
4554.0,6780.400000000001,22.9,42.1,41.1,-33.09907841359225,94.2472816901613,1.1022926192324519e-11,7.796928864927121e-11
4657.5,11792.0,31.1,49.3,30.8,-33.09907841359225,94.2472816901613,1.1022926192324519e-11,7.796928864927121e-11
2587.5,7370.0,10.7,30.8,-6.5,33.09907841359225,-94.2472816901613,1.1022926192324519e-11,7.796928864927121e-11
3312.0,16214.000000000002,31.200000000000003,18.4,31.3,-33.09907841359225,94.2472816901613,1.1022926192324519e-11,7.796928864927121e-11
3933.0,5896.0,32.5,9.5,-43.7,33.09907841359225,-94.2472816901613,1.1022926192324519e-11,7.796928864927121e-11
8073.0,19162.0,21.8,30.4,3.7,-33.09907841359225,94.24728169016113,1.1022926192324519e-11,7.796928864927121e-11
3105.0,14740.0,15.1,45.3,34.0,-33.09907841359225,94.2472816901613,1.1022926192324519e-11,7.796928864927121e-11
8176.5,15624.400000000001,11.4,46.4,-31.7,33.09907841359225,-94.2472816901613,1.1022926192324519e-11,7.796928864927121e-11
6934.5,10612.8,38.7,7.6,36.1,-33.09907841359225,94.2472816901613,1.1022926192324519e-11,7.796928864927121e-11
2070.0,21520.399999999998,37.5,25.4,37.6,-33.09907841359225,94.24728169016113,1.1022926192324519e-11,7.796928864927121e-11
6520.5,10907.6,30.9,32.5,3.0,-33.09907841359225,94.2472816901613,1.1022926192324519e-11,7.796928864927121e-11
6934.5,12381.6,22.400000000000002,47.3,19.0,-33.09907841359225,94.2472816901613,1.1022926192324519e-11,7.796928864927121e-11
7348.5,8549.199999999999,40.900000000000006,22.2,10.6,-33.09907841359225,94.2472816901613,1.1022926192324519e-11,7.796928864927121e-11
